grp,userid,take_exam,treatments_16,gender,pretest,posttest,exam,programme,lgain,pretest_binned,SC,F_m,CB_m,V_m,MAp_m,MAv_m,PAp_m,PAv_m,Mind_m,MindDom_m
GROUP164,noname160379,1,2,1,0.64,1,95,EST,1,2,0.52,1,0.95,0.97,1,0.54,0.67,0.39,-0.1,0.8
GROUP164,noname160380,1,2,1,0.27,0.82,95,-OTHER-,0.75,2,0.43,0.75,0.8,1,0.81,0.79,0.59,0.56,0.23,0.57
GROUP164,noname160382,1,2,1,0.27,0.64,94,BIO,0.51,2,0.45,0.54,0.78,0.7,0.62,0.5,0.78,0.62,0.5,0.54
GROUP164,noname160384,1,2,1,0.91,,93,TIK,,2,,1,0.9,0.73,0.89,0.67,0.17,0.17,-0.2,0.4
GROUP164,noname160388,1,2,0,0.64,,72,-OTHER-,,2,,0.42,0.85,0.67,0.89,0.83,0.72,0.67,0.15,0.2
GROUP164,noname160389,1,2,1,0.27,0.91,98,ARK,0.88,2,,0.58,0.35,0.6,0.67,0.67,0.44,0.5,-0.1,0.87
GROUP164,noname160390,1,2,1,0.27,0.64,79,AUT,0.51,2,0.64,0.75,0.68,1,0.84,0.42,0.78,0.7,-0.4,0.4
GROUP164,noname160392,1,2,1,0.27,,88,AUT,,2,,0.67,0.45,0.87,0.89,0.5,0.67,0.28,0.3,0.26
GROUP164,noname160394,1,2,1,0.27,1,94,-OTHER-,1,2,0.59,0.75,0.8,0.77,0.86,0.42,0.83,0.58,0.1,0.4
GROUP164,noname160397,1,2,1,0.55,0.91,73,ENE,0.8,2,0.5,0.38,0.48,0.64,0.64,0.75,0.64,0.59,-0.05,0.8
GROUP164,noname160398,1,2,1,0.27,0.64,97,AUT,0.51,2,0.43,0.71,0.63,0.67,0.83,0.46,0.64,0.53,0.48,0.7
GROUP164,noname160408,1,2,0,0.27,0.64,81,-OTHER-,0.51,2,0.68,0.63,0.5,0.7,0.7,0.67,0.56,0.36,0.38,0.8
GROUP164,noname160409,1,2,1,0.27,1,89,AUT,1,2,0.61,0.63,0.7,0.7,0.86,0.83,0.64,0.7,0.13,0.57
GROUP164,noname160412,1,2,1,0.27,0.82,93,EST,0.75,2,0.66,0.75,0.65,0.8,0.59,0.59,0.67,0.75,0.33,0.5
GROUP164,noname160415,1,2,1,0.45,0.91,99,GMA,0.84,2,0.68,0.5,0.83,0.87,0.78,0.88,0.7,0.7,0.18,0.7
GROUP164,noname160424,1,2,1,0.27,0.91,91,EST,0.88,2,0.43,0.75,0.65,0.8,0.67,0.71,0.31,0.34,0.45,0.57
GROUP164,noname160428,1,2,1,0.27,0.82,90,EST,0.75,2,0.55,0.42,0.53,0.77,0.53,0.33,0.31,0.31,-0.08,0.5
GROUP164,noname160429,1,2,1,0.36,0.73,97,EST,0.58,2,,0.75,0.6,0.73,0.61,0.33,0.56,0.5,0.1,0
GROUP164,noname160431,1,2,1,0.55,,92,-OTHER-,,2,,0.67,0.4,0.67,0.83,0.67,0.5,0.67,0.8,0.8
GROUP164,noname160433,1,2,1,0.27,0.64,88,BIO,0.51,2,0.68,0.75,0.9,1,0.84,0.83,0.92,0.89,0.43,0.6
GROUP164,noname160435,1,2,0,0.45,,89,-OTHER-,,2,,0.67,0.65,0.67,0.67,0.5,0.5,0.5,0,0
GROUP164,noname160438,0,2,,0.36,,-1,-OTHER-,,2,,,,,,,,,,
GROUP164,noname160439,1,2,1,0.36,0.73,91,AUT,0.58,2,0.48,0.63,0.5,0.94,0.61,0.63,0.67,0.78,0.6,0.6
GROUP164,noname160441,1,2,1,0.27,,87,AVOIN,,2,,0.58,0.7,0.67,0.78,0.33,0.78,0.33,0.15,0.8
GROUP164,noname160446,0,2,0,0.45,,-1,TIK,,2,,0.92,0.9,0.93,0.83,0.83,0.83,0.83,0.65,0.8
GROUP164,noname160447,1,2,1,0.36,0.91,89,-OTHER-,0.86,2,0.64,0.88,0.7,0.8,0.92,0.71,0.64,0.67,0.23,0.6
GROUP164,noname160448,0,2,1,0.64,,-1,-OTHER-,,2,,0.67,0.9,0.93,0.89,0.58,0.56,0.44,0.4,1
GROUP164,noname160450,1,2,0,0.64,0.73,89,ENE,0.25,2,0.68,0.5,0.6,0.6,0.92,1,0.84,0.94,0.43,0.57
GROUP164,noname160452,1,2,,0.36,0.09,90,KON,0,2,,,,,,,,,,
GROUP164,noname160456,1,2,1,0.45,0.91,83,KON,0.84,2,0.64,0.54,0.75,0.6,0.75,0.84,0.5,0.5,0.3,0.67
GROUP164,noname160460,1,2,0,0.73,0.73,82,-OTHER-,0,2,0.7,0.58,0.6,0.64,0.75,0.71,0.75,0.78,0.18,0.37
GROUP164,noname160463,1,2,0,0.55,1,50,-OTHER-,1,2,0.34,0.29,0.35,0.33,0.39,0.42,0.5,0.53,0,0.03
GROUP164,noname160464,1,2,1,0.27,1,95,EST,1,2,0.59,0.54,0.73,0.7,0.89,0.92,0.75,0.75,0.38,0.84
GROUP164,noname160465,1,2,1,0.27,0.82,55,KON,0.75,2,0.59,0.54,0.5,0.47,0.64,0.29,0.73,0.58,0.23,0.54
GROUP164,noname160466,1,2,0,0.36,0.45,64,KEM,0.14,2,0.75,0.38,0.43,0.64,0.56,0.63,0.67,0.7,-0.2,0.2
GROUP164,noname160477,1,2,1,0.27,0.64,84,AUT,0.51,2,0.75,1,0.68,0.84,0.75,0.21,0.56,0.2,0.6,0.8
GROUP164,noname160478,1,2,1,0.27,0.91,65,-OTHER-,0.88,2,0.5,0.46,0.6,0.57,0.75,0.75,0.64,0.64,-0.03,0.3
GROUP164,noname160479,0,2,1,0.73,1,-1,TFM,1,2,0.61,0.67,0.9,1,0.78,0.63,0.67,0.67,-0.58,0.57
GROUP164,noname160480,1,2,1,0.36,0.82,96,-OTHER-,0.72,2,0.5,0.54,0.68,0.64,0.81,0.55,0.45,0.45,0.03,0.8
GROUP164,noname160483,1,2,1,0.27,0.73,91,EST,0.63,2,0.86,0.71,0.45,0.67,0.75,0.8,0.7,0.84,0.85,0.93
GROUP164,noname160484,0,2,1,0.27,,-1,ENE,,2,,0.25,0.55,0.6,0.56,0.75,0.17,0.28,0.1,0.47
GROUP164,noname160489,0,2,1,1,,-1,AUT,,2,,0.58,0.65,0.6,0.67,0.5,0.83,0.61,0.35,0.47
GROUP164,noname160491,0,2,0,0.64,,-1,-OTHER-,,2,,0.92,0.8,0.93,0.89,0.75,0.67,0.67,1,1
GROUP165,noname160504,0,3,1,0.36,,-1,AUT,,2,,0.67,0.7,0.87,0.89,0.75,0,0,0.2,0.6
GROUP165,noname160516,0,3,1,0.27,,-1,AUT,,2,,0.67,0.85,0.73,0.83,0.67,0.5,0.83,-0.2,-0.2
GROUP165,noname160529,1,3,0,0.64,,71,-OTHER-,,2,,0.75,0.65,0.8,0.72,0.67,0.67,0.72,0.1,0.73
GROUP165,noname160541,0,3,1,0.73,,-1,KON,,2,,0.33,0.6,0.6,0.78,0.5,0.67,0.61,0,0
GROUP165,noname160556,1,3,1,0.27,,91,KON,,2,,0.67,0.65,0.67,0.78,0.67,0.33,0.33,0.25,0.6
GROUP165,noname160557,1,3,1,0.27,0.64,41,KON,0.51,2,0.43,0.25,0.43,0.6,0.61,0.59,0.28,0.28,0,0.1
GROUP165,noname160559,1,3,1,1,1,98,-OTHER-,,2,0.73,1,1,1,0.78,0.84,0.39,0.36,0.38,0.77
GROUP165,noname160560,0,3,1,0.36,,-1,ENE,,2,,0.58,0.55,0.93,0.89,0.67,0.5,0.5,0.6,0.8
GROUP165,noname160573,1,3,1,0.27,,31,-OTHER-,,2,,0.5,0.45,0.8,0.72,0.5,0.67,0.72,1,1
GROUP165,noname160588,1,3,1,0.27,,79,-OTHER-,,2,,0.58,0.75,0.73,0.78,0.83,0.5,0.67,0.2,0.67
GROUP165,noname160591,1,3,1,1,0.55,23,KON,,2,0.77,0.55,0.6,0.64,0.81,0.79,0.78,0.75,0.43,0.4
GROUP165,noname160594,0,3,0,0.55,,-1,TFM,,2,,0.83,0.6,0.93,0.78,0.58,0.67,0.56,0.3,0.53
GROUP165,noname160604,0,3,,0.36,,-1,EST,,2,,,,,,,,,,
GROUP165,noname160610,1,3,1,0.36,0.82,77,KON,0.72,2,0.43,0.63,0.7,0.64,0.86,0.42,0.28,0.31,-0.13,0.53
GROUP165,noname160614,0,3,1,0.27,,-1,AUT,,2,,0.75,0.5,0.67,0.56,0.67,0,0,0.2,0.2
GROUP166,noname160634,1,3,1,0.91,,79,AUT,,2,,0.67,0.65,0.73,0.83,0.67,0.67,0.67,0.25,0
GROUP166,noname160645,1,3,1,0.82,0.91,97,-OTHER-,0.5,2,0.61,0.71,0.83,0.94,0.78,0.54,0.78,0.39,0.23,0.44
GROUP166,noname160659,1,3,1,0.36,0.55,90,AUT,0.3,2,0.7,0.54,0.65,0.83,0.72,0.29,0.83,0.39,0.65,0.7
GROUP166,noname160673,1,3,1,0.55,0.27,82,EST,0,2,,0.75,0.95,0.87,0.5,0.5,0.5,0.5,0,0
GROUP166,noname160678,0,3,1,1,,-1,TIK,,2,,0.67,0.95,1,0.61,0.5,0.83,0.89,0.3,0.93
GROUP166,noname160686,1,3,1,0.82,,87,KON,,2,,0.58,0.9,0.67,0.72,0.67,0.67,0.11,0.45,0.74
GROUP166,noname160689,1,3,1,0.36,0.73,96,-OTHER-,0.58,2,0.55,0.88,0.88,0.97,0.67,0.33,0.48,0.33,0.23,0.64
GROUP166,noname160696,1,3,1,0.45,,59,EST,,2,,0.42,0.5,0.67,0.22,0.42,0.5,0.78,0.55,0.86
GROUP166,noname160698,0,3,,0.45,,-1,-OTHER-,,2,,,,,,,,,,
GROUP166,noname160702,1,3,1,0.36,,81,BIO,,2,,0.33,0.2,0.53,0.61,0.83,0.72,0.67,0.3,-0.06
GROUP166,noname160723,1,3,1,0.64,,89,TIK,,2,,0.83,0.35,1,0.83,0.33,0.83,0.67,1,0.87
GROUP166,noname160729,0,3,1,0.82,,-1,KTA,,2,,0.75,0.45,0.73,1,1,1,1,-1,-0.4
GROUP166,noname160734,1,3,,0.36,,39,EST,,2,,,,,,,,,,
GROUP166,noname160737,1,3,0,0.64,,83,-OTHER-,,2,,0.58,0.55,0.67,0.78,0.67,0.61,0.56,-0.3,0.33
GROUP166,noname160738,1,3,1,0.64,0.82,81,-OTHER-,0.5,2,0.64,0.42,0.68,0.5,0.53,0.59,0.53,0.67,0.28,0.24
GROUP166,noname160739,0,3,0,0.73,,-1,KEM,,2,,0.33,0.4,0.53,0.67,0.33,0.33,0.33,-0.05,0.4
GROUP165,noname160502,1,3,,0.91,0.82,89,TFM,0,2,,,,,,,,,,
GROUP165,noname160503,1,3,0,0.36,0.91,100,HSE,0.86,2,0.8,0.54,0.5,0.57,0.81,0.67,0.62,0.53,0.5,0.64
GROUP165,noname160506,1,3,1,0.64,1,97,AUT,1,2,0.7,0.75,0.68,0.7,0.84,0.75,0.75,0.78,0.58,0.94
GROUP165,noname160507,0,3,1,0.27,0.18,-1,MTE,0,2,0.57,0.58,0.75,0.57,0.64,0.67,0.42,0.39,-0.2,0.1
GROUP165,noname160508,1,3,1,0.36,0.73,80,KEM,0.58,2,0.59,0.63,0.9,0.74,0.78,0.79,0.59,0.56,0.58,0.6
GROUP165,noname160509,1,3,1,0.45,0.91,98,AUT,0.84,2,0.73,0.88,0.68,0.94,0.62,0.88,0.25,0.33,0.7,1
GROUP165,noname160512,1,3,0,0.55,0.55,88,-OTHER-,0,2,0.68,0.42,0.38,0.6,0.45,0.5,0.36,0.42,0.03,0.44
GROUP165,noname160522,1,3,1,0.36,0.55,28,ENE,0.3,2,0.66,0.63,0.43,0.73,0.89,0.04,0.84,0,0.35,0.5
GROUP165,noname160525,1,3,1,0.27,0.91,84,-OTHER-,0.88,2,0.73,0.63,0.53,0.9,0.7,0.67,0.62,0.75,-0.2,-0.13
GROUP165,noname160527,1,3,1,0.73,0.27,57,MTE,0,2,0.52,0.33,0.4,0.64,0.56,0.38,0.44,0.42,0.33,0.1
GROUP165,noname160528,1,3,1,0.27,,83,EST,,2,,0.58,0.5,0.67,0.89,0.67,0.67,0.67,0.2,0.86
GROUP165,noname160531,1,3,0,0.36,1,100,ENE,1,2,0.68,0.75,0.55,0.87,0.89,0.79,0.45,0.58,0.6,0.74
GROUP165,noname160532,1,3,0,0.27,,81,AUT,,2,,1,0.15,0.73,0.89,0.92,0.72,0.89,-0.25,0.27
GROUP165,noname160535,1,3,0,0.36,0.73,69,-OTHER-,0.58,2,0.64,0.63,0.5,0.7,0.67,0.67,0.61,0.67,0.3,0.37
GROUP165,noname160539,1,3,1,0.27,0.82,87,AUT,0.75,2,0.59,0.63,0.68,0.67,0.78,0.92,0.61,0.61,-0.08,0.74
GROUP165,noname160540,1,3,0,0.27,0.64,94,KEM,0.51,2,0.93,0.54,0.5,0.93,0.67,0.67,0.42,0.42,0.35,0.97
GROUP165,noname160544,1,3,0,0.36,0.82,86,ENE,0.72,2,0.55,0.84,0.8,1,0.89,0.88,0.64,0.75,0.88,1
GROUP165,noname160546,1,3,1,0.27,0.82,91,-OTHER-,0.75,2,0.77,0.67,0.63,0.7,0.78,0.42,0.59,0.25,0.43,0.67
GROUP165,noname160547,1,3,1,0.27,0.82,91,AUT,0.75,2,0.59,0.58,0.7,0.9,0.86,0.84,0.78,0.75,0.55,0.44
GROUP165,noname160550,1,3,1,0.73,0,90,TIK,0,2,0.45,0.88,0.95,0.77,0.64,0.67,0.53,0.28,0.28,0.53
GROUP165,noname160561,1,3,1,0.82,1,99,AUT,1,2,0.41,0.79,0.65,1,0.97,0.83,0.86,0.86,-0.38,0.84
GROUP165,noname160566,1,3,1,0.64,,80,-OTHER-,,2,,0.75,0.7,1,0.83,0.67,0.78,0.89,0.1,1
GROUP165,noname160575,1,3,1,0.55,0.82,80,AVOIN,0.6,2,0.3,0.96,0.98,1,0.97,1,0.22,0.17,0.48,0.4
GROUP165,noname160583,1,3,1,0.27,,84,AUT,,2,0.5,0.92,0.75,0.87,0.89,0.71,0.67,0.56,0.08,0.14
GROUP165,noname160589,1,3,1,0.27,0.82,100,BIO,0.75,2,0.75,0.67,0.85,0.7,0.81,0.96,1,0.92,-0.33,0.84
GROUP165,noname160593,1,3,1,0.27,0.64,83,-OTHER-,0.51,2,0.61,0.59,0.63,0.7,0.78,0.59,0.95,0.75,0.03,0.34
GROUP165,noname160603,1,3,1,0.45,,92,ENE,,2,,0.58,0.55,0.73,0.67,0.5,0.33,0.17,0.25,0.4
GROUP165,noname160605,0,3,1,0.55,,-1,INF,,2,,0.5,0.65,0.73,0.61,0.42,0.83,0.5,0.4,0.6
GROUP165,noname160606,1,3,0,0.27,0.73,74,-OTHER-,0.63,2,0.59,0.54,0.63,0.8,0.62,0.71,0.75,0.78,0.63,0.87
GROUP165,noname160608,1,3,1,0.73,0.55,84,-OTHER-,0,2,0.36,0.92,0.83,0.97,0.94,0.25,0.14,0.09,0.45,0.41
GROUP166,noname160627,0,3,1,0.36,,-1,YYT,,2,,0.58,0.75,0.6,0.72,0.92,0.83,0.78,0.2,-0.2
GROUP166,noname160636,1,3,1,0.27,0,89,ENE,0,2,0.59,1,1,1,1,1,1,1,-0.43,0.6
GROUP166,noname160646,1,3,1,0.55,0.27,94,-OTHER-,0,2,,0.33,0.3,0.6,0.5,0.75,0.89,0.78,0.1,-0.06
GROUP166,noname160647,1,3,1,0.27,0.64,85,ENE,0.51,2,0.57,0.54,0.4,0.64,0.72,0.67,0.5,0.5,0.28,0.3
GROUP166,noname160656,1,3,1,0.55,0.91,80,AUT,0.8,2,0.68,0.67,0.88,0.7,0.95,0.75,0.89,0.67,0.45,0.57
GROUP166,noname160666,1,3,1,0.45,0.82,76,EST,0.67,2,0.41,0.38,0.58,0.64,0.78,0.54,0.47,0.53,-0.75,0.8
GROUP166,noname160669,1,3,0,0.64,0.45,93,TIK,0,2,0.36,0.5,0.83,0.5,0.39,0.33,0.5,0.5,-0.1,0.44
GROUP166,noname160672,1,3,1,0.27,0.09,35,KON,0,2,0.64,0.71,0.68,0.7,0.67,0.25,0.17,0.14,0.6,0.7
GROUP166,noname160688,1,3,1,0.27,0.82,81,-OTHER-,0.75,2,0.64,0.58,0.43,0.67,0.78,0.79,0.53,0.73,0.23,0.64
GROUP166,noname160690,1,3,1,0.36,0.73,94,MTE,0.58,2,0.64,0.59,0.55,0.6,0.62,0.38,0.67,0.67,-0.18,0.17
GROUP166,noname160725,1,3,1,0.27,1,69,KON,1,2,0.55,0.58,0.38,0.54,0.56,0.5,0.56,0.59,0.03,-0.07
